StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Salary
4712,7.7,2,1,1,70,3.5,Yes,Yes,66,67,Placed,366244.0
4713,6.6,1,1,1,72,4.3,No,No,63,74,NotPlaced,0.0
4714,8.4,0,3,0,87,4.6,Yes,Yes,57,71,Placed,406308.0
4715,8.4,1,3,0,84,4.1,Yes,Yes,80,75,NotPlaced,0.0
4716,8.5,2,3,2,90,4.8,Yes,Yes,83,87,Placed,590146.0
4717,8.4,2,1,2,84,4.5,Yes,Yes,60,85,NotPlaced,0.0
4718,7.0,0,2,1,73,3.9,No,No,64,59,NotPlaced,0.0
4719,8.4,2,2,0,90,4.1,Yes,Yes,76,78,NotPlaced,0.0
4720,6.8,1,1,0,74,4.2,No,Yes,58,73,NotPlaced,0.0
4721,7.6,1,3,1,77,4.1,Yes,No,63,87,Placed,682343.0
4722,7.8,2,3,2,84,4.4,Yes,No,87,80,NotPlaced,0.0
4723,8.1,2,2,1,65,4.8,Yes,No,56,68,NotPlaced,0.0
4724,7.5,1,1,0,81,4.2,No,Yes,55,59,NotPlaced,0.0
4725,8.3,2,3,2,90,4.4,Yes,Yes,84,86,Placed,501587.0
4726,8.3,1,2,2,76,4.5,No,Yes,74,70,Placed,452985.0
4727,8.2,1,3,2,84,4.4,Yes,Yes,70,83,Placed,700296.0
4728,7.4,1,3,2,81,4.5,Yes,Yes,73,83,NotPlaced,0.0
4729,7.5,1,1,1,83,4.4,No,Yes,56,63,NotPlaced,0.0
4730,7.6,0,2,1,81,4.4,Yes,Yes,70,63,Placed,364376.0
4731,6.7,1,1,1,75,3.8,No,No,65,71,NotPlaced,0.0
4732,7.8,2,3,1,79,3.9,Yes,Yes,82,64,NotPlaced,0.0
4733,7.4,0,1,1,64,4.7,No,Yes,76,71,NotPlaced,0.0
4734,8.6,1,3,0,74,4.4,Yes,Yes,86,81,Placed,730891.0
4735,8.1,2,3,2,90,4.8,Yes,Yes,72,83,Placed,474707.0
4736,7.6,2,1,1,85,4.4,No,Yes,59,75,NotPlaced,0.0
4737,7.4,1,3,1,73,4.4,No,Yes,55,74,NotPlaced,0.0
4738,8.3,2,2,0,90,4.3,Yes,Yes,61,71,Placed,418496.0
4739,7.6,0,3,0,85,4.3,No,Yes,64,83,Placed,370788.0
4740,7.9,2,3,2,90,4.8,Yes,No,88,77,Placed,516432.0
4741,8.4,2,3,2,89,4.5,Yes,Yes,75,87,Placed,465897.0
4742,8.4,0,3,2,88,3.7,Yes,Yes,76,85,Placed,527747.0
4743,8.5,1,3,2,90,4.8,Yes,Yes,88,87,NotPlaced,0.0
4744,8.5,2,3,2,90,4.3,Yes,Yes,79,83,Placed,520000.0
4745,7.5,1,1,0,85,4.5,No,No,55,70,NotPlaced,0.0
4746,8.8,1,3,2,89,4.4,Yes,Yes,77,76,Placed,546577.0
4747,8.3,1,3,1,66,4.3,No,No,78,71,NotPlaced,0.0
4748,8.1,1,1,0,76,4.2,No,Yes,75,83,Placed,684675.0
4749,8.2,1,1,2,85,4.8,Yes,Yes,79,82,Placed,551642.0
4750,8.3,1,1,0,80,3.6,No,Yes,80,75,NotPlaced,0.0
4751,6.7,1,1,0,71,4.5,No,No,58,59,NotPlaced,0.0
4752,7.1,1,1,1,76,4.2,Yes,Yes,81,82,Placed,616946.0
4753,7.4,1,2,0,76,3.5,No,Yes,62,60,NotPlaced,0.0
4754,8.4,0,3,0,83,4.5,Yes,Yes,85,67,Placed,756469.0
4755,8.0,2,1,2,81,3.9,No,No,64,70,Placed,708431.0
4756,8.4,2,3,2,89,4.8,Yes,Yes,87,83,Placed,381896.0
4757,7.8,1,1,0,79,4.6,No,No,76,63,NotPlaced,0.0
4758,8.9,2,2,0,90,4.8,Yes,Yes,72,87,Placed,404777.0
4759,8.2,2,3,1,90,4.8,Yes,Yes,84,78,Placed,537185.0
4760,7.6,0,1,1,68,4.1,No,No,63,64,NotPlaced,0.0
4761,8.7,2,3,2,78,4.8,Yes,Yes,85,75,Placed,426520.0
4762,7.2,1,2,0,75,4.2,Yes,Yes,73,70,Placed,739379.0
4763,8.4,2,3,0,83,4.4,Yes,Yes,85,82,Placed,311909.0
4764,7.5,1,1,0,64,4.0,No,No,58,71,NotPlaced,0.0
4765,7.4,1,2,0,76,4.5,No,No,68,73,NotPlaced,0.0
4766,6.7,1,1,0,82,3.7,No,Yes,55,58,NotPlaced,0.0
4767,7.0,1,2,1,84,3.9,No,Yes,57,64,NotPlaced,0.0
4768,7.8,1,3,2,82,4.8,Yes,No,78,77,Placed,722694.0
4769,8.1,2,3,2,90,4.6,Yes,Yes,77,81,Placed,391704.0
4770,7.5,1,1,0,69,4.5,No,No,64,66,NotPlaced,0.0
4771,7.4,1,1,0,77,3.8,No,Yes,55,73,NotPlaced,0.0
4772,6.6,0,1,0,63,4.2,No,No,61,70,NotPlaced,0.0
4773,6.6,0,1,1,72,3.5,No,Yes,80,66,NotPlaced,0.0
4774,8.3,1,3,2,90,4.3,Yes,Yes,80,84,Placed,748290.0
4775,6.7,1,1,0,70,3.7,No,Yes,56,68,NotPlaced,0.0
4776,9.0,2,3,2,84,4.4,Yes,Yes,77,80,NotPlaced,0.0
4777,8.1,1,3,2,90,4.7,No,Yes,72,88,Placed,421967.0
4778,7.5,1,1,0,75,4.8,No,Yes,68,68,NotPlaced,0.0
4779,8.2,1,2,0,83,4.1,No,Yes,58,85,NotPlaced,0.0
4780,7.7,1,1,0,74,3.3,No,Yes,57,73,NotPlaced,0.0
4781,8.2,2,3,2,78,4.8,Yes,Yes,83,83,Placed,635435.0
4782,7.5,0,1,0,78,4.0,No,No,55,71,NotPlaced,0.0
4783,6.8,1,3,2,79,4.4,Yes,Yes,71,87,Placed,318197.0
4784,8.4,0,3,0,90,4.5,Yes,Yes,71,83,Placed,470255.0
4785,7.7,1,3,2,87,4.8,Yes,Yes,70,88,Placed,491668.0
4786,8.2,2,1,0,82,4.7,Yes,Yes,63,72,Placed,605248.0
4787,8.3,1,3,2,79,4.7,Yes,Yes,76,78,NotPlaced,0.0
4788,6.6,2,2,2,71,3.6,No,No,63,69,NotPlaced,0.0
4789,8.6,2,1,3,80,4.5,Yes,Yes,83,81,Placed,720598.0
4790,6.5,1,2,1,74,3.9,No,Yes,77,71,NotPlaced,0.0
4791,7.5,1,3,1,72,4.4,No,Yes,76,85,NotPlaced,0.0
4792,8.2,2,3,0,87,4.3,Yes,Yes,83,84,Placed,338225.0
4793,7.2,1,2,1,76,4.1,No,No,73,65,NotPlaced,0.0
4794,7.6,1,1,1,86,4.1,No,No,57,64,NotPlaced,0.0
4795,6.5,1,1,0,64,4.4,No,Yes,61,73,NotPlaced,0.0
4796,7.4,1,2,0,79,4.2,No,Yes,79,71,Placed,469381.0
4797,8.6,1,2,1,70,4.1,No,Yes,55,68,NotPlaced,0.0
4798,7.7,2,3,0,80,4.8,Yes,Yes,73,83,Placed,686726.0
4799,7.6,1,2,2,80,4.5,No,Yes,77,71,Placed,619927.0
4800,8.6,1,3,3,90,4.8,Yes,Yes,72,85,Placed,678258.0
4801,7.3,1,1,0,71,3.8,Yes,No,61,64,NotPlaced,0.0
4802,7.7,2,1,0,74,4.1,Yes,Yes,78,68,Placed,404983.0
4803,7.8,1,3,0,82,4.2,Yes,No,60,86,Placed,337360.0
4804,8.4,2,1,0,77,4.6,No,Yes,55,60,NotPlaced,0.0
4805,7.5,1,3,0,84,4.2,Yes,Yes,82,69,Placed,435395.0
4806,7.5,2,3,2,80,4.5,Yes,Yes,77,67,NotPlaced,0.0
4807,7.8,1,3,2,88,4.6,Yes,No,76,81,Placed,694864.0
4808,6.5,1,1,1,68,4.7,No,No,59,73,NotPlaced,0.0
4809,6.8,1,2,2,70,4.0,Yes,Yes,62,69,NotPlaced,0.0
4810,7.5,1,1,0,71,3.6,Yes,No,61,71,Placed,312364.0
4811,7.9,1,1,0,74,4.5,Yes,Yes,56,70,Placed,548574.0
4812,7.4,2,3,0,80,4.0,No,Yes,79,62,NotPlaced,0.0
4813,8.4,1,1,1,70,3.7,Yes,Yes,55,63,NotPlaced,0.0
4814,7.6,0,1,1,79,3.5,Yes,Yes,67,63,Placed,412019.0
4815,8.3,1,3,0,82,4.6,Yes,Yes,73,88,NotPlaced,0.0
4816,7.2,2,1,1,89,4.0,Yes,Yes,77,83,NotPlaced,0.0
4817,8.3,1,3,1,89,4.8,Yes,Yes,79,84,Placed,429374.0
4818,6.6,1,1,1,80,3.5,No,No,70,72,NotPlaced,0.0
4819,8.4,0,3,1,90,4.5,Yes,Yes,75,82,Placed,384713.0
4820,8.2,0,2,1,69,3.5,No,Yes,58,64,NotPlaced,0.0
4821,8.0,2,3,1,78,4.5,Yes,Yes,79,80,Placed,709084.0
4822,8.4,2,3,2,90,4.6,Yes,Yes,69,82,Placed,412882.0
4823,8.4,1,3,2,84,4.8,Yes,Yes,80,88,Placed,448049.0
4824,7.3,1,2,1,68,3.9,No,No,56,65,NotPlaced,0.0
4825,6.5,1,2,2,88,4.7,Yes,Yes,77,69,Placed,511811.0
4826,7.4,0,2,1,79,4.6,No,Yes,61,67,NotPlaced,0.0
4827,8.3,2,3,2,90,4.7,Yes,Yes,73,74,Placed,504705.0
4828,8.3,2,2,1,64,4.0,No,Yes,55,65,Placed,586927.0
4829,7.8,1,1,2,74,3.8,No,Yes,60,81,NotPlaced,0.0
4830,8.2,2,3,2,90,4.6,Yes,Yes,85,85,Placed,472684.0
4831,8.2,1,3,1,88,3.9,No,No,79,68,NotPlaced,0.0
4832,7.7,1,1,0,76,4.1,No,Yes,55,64,NotPlaced,0.0
4833,6.5,1,3,2,73,4.3,Yes,Yes,55,68,Placed,611228.0
4834,8.3,2,2,2,90,4.7,No,Yes,73,85,NotPlaced,0.0
4835,8.5,1,3,2,89,4.3,Yes,Yes,77,70,Placed,384846.0
4836,8.3,0,3,1,79,4.5,Yes,No,55,64,NotPlaced,0.0
4837,6.6,2,2,0,75,4.4,No,No,80,62,NotPlaced,0.0
4838,8.8,2,3,3,79,4.4,Yes,Yes,67,82,Placed,764686.0
4839,8.4,2,3,2,90,4.8,Yes,Yes,78,85,Placed,748208.0
4840,7.9,1,3,1,90,4.8,Yes,Yes,76,81,Placed,371472.0
4841,8.0,0,1,3,90,4.8,Yes,Yes,81,82,Placed,556576.0
4842,8.0,1,3,0,90,4.4,Yes,Yes,77,87,Placed,324670.0
4843,7.6,2,3,2,90,4.8,Yes,Yes,75,86,Placed,365364.0
4844,8.8,2,3,2,90,4.8,Yes,Yes,74,88,Placed,312242.0
4845,7.6,0,1,0,76,4.1,No,No,65,67,NotPlaced,0.0
4846,7.6,1,3,0,69,3.9,Yes,Yes,74,72,Placed,493856.0
4847,8.7,2,3,3,89,4.5,Yes,Yes,72,87,Placed,339809.0
4848,6.6,0,1,1,78,4.4,No,Yes,55,73,NotPlaced,0.0
4849,7.3,0,1,2,82,4.7,Yes,Yes,78,87,Placed,613724.0
4850,6.5,1,1,1,80,4.4,No,Yes,60,65,NotPlaced,0.0
4851,8.6,2,2,2,81,4.8,Yes,Yes,78,81,Placed,358528.0
4852,7.5,1,2,1,71,4.0,No,No,82,65,NotPlaced,0.0
4853,8.5,1,3,2,87,4.8,Yes,Yes,67,85,Placed,553736.0
4854,8.4,1,3,2,90,4.8,Yes,Yes,77,79,Placed,588816.0
4855,7.4,1,1,1,80,3.6,Yes,Yes,78,74,NotPlaced,0.0
4856,7.5,1,2,0,70,3.4,No,Yes,55,66,NotPlaced,0.0
4857,7.4,0,1,1,70,3.9,No,No,57,69,NotPlaced,0.0
4858,7.6,1,1,1,63,4.5,No,No,70,63,NotPlaced,0.0
4859,8.0,2,3,0,90,4.7,No,Yes,73,87,Placed,567405.0
4860,8.0,2,3,2,90,4.8,Yes,Yes,78,85,Placed,444920.0
4861,7.3,1,1,1,68,4.2,No,No,55,61,NotPlaced,0.0
4862,7.5,0,2,0,67,4.3,Yes,Yes,55,68,NotPlaced,0.0
4863,6.7,0,1,0,80,3.1,No,Yes,55,63,NotPlaced,0.0
4864,7.7,1,1,0,79,4.3,Yes,Yes,85,71,NotPlaced,0.0
4865,6.5,1,3,2,84,4.6,No,Yes,55,71,Placed,638655.0
4866,7.5,1,1,1,63,3.5,No,No,55,64,NotPlaced,0.0
4867,7.3,1,1,2,81,3.7,No,Yes,58,76,NotPlaced,0.0
4868,7.5,2,2,2,90,4.2,Yes,Yes,70,87,NotPlaced,0.0
4869,8.5,2,3,1,85,4.1,Yes,Yes,89,79,Placed,613515.0
4870,8.3,2,3,2,90,4.5,Yes,Yes,87,86,Placed,764946.0
4871,7.6,0,1,0,90,4.1,No,Yes,77,79,NotPlaced,0.0
4872,8.6,1,2,0,77,4.5,Yes,Yes,80,84,Placed,616383.0
4873,8.1,0,3,2,81,4.2,Yes,Yes,90,84,Placed,589523.0
4874,8.3,1,3,2,90,4.5,No,Yes,77,81,NotPlaced,0.0
4875,8.3,0,3,2,89,4.8,Yes,Yes,86,85,Placed,484851.0
4876,7.9,1,2,0,78,4.5,Yes,Yes,75,81,Placed,363158.0
4877,7.6,2,3,2,81,4.3,Yes,Yes,86,69,Placed,326593.0
4878,7.7,1,1,0,86,4.1,No,Yes,55,70,NotPlaced,0.0
4879,7.6,1,2,0,84,3.6,No,Yes,75,60,Placed,535824.0
4880,6.5,1,3,1,75,4.5,Yes,Yes,59,64,NotPlaced,0.0
4881,6.6,0,1,1,77,4.3,Yes,Yes,82,66,NotPlaced,0.0
4882,8.0,1,3,0,86,4.4,Yes,Yes,78,88,NotPlaced,0.0
4883,8.0,1,2,2,72,4.3,Yes,Yes,82,81,NotPlaced,0.0
4884,8.5,1,1,2,86,4.5,Yes,Yes,74,83,Placed,412428.0
4885,7.7,1,1,1,73,4.4,Yes,Yes,82,81,NotPlaced,0.0
4886,6.5,1,2,0,60,4.7,No,Yes,55,63,NotPlaced,0.0
4887,8.1,2,3,2,90,4.8,Yes,Yes,71,86,Placed,749498.0
4888,6.5,0,3,2,72,4.1,Yes,Yes,87,80,Placed,683327.0
4889,6.7,0,1,0,76,4.0,No,Yes,55,70,NotPlaced,0.0
4890,8.1,1,2,1,77,3.8,Yes,No,70,64,NotPlaced,0.0
4891,8.0,2,2,2,86,4.8,Yes,Yes,84,82,Placed,547356.0
4892,8.3,2,3,2,82,4.3,No,Yes,74,60,Placed,431060.0
4893,8.6,1,2,3,76,4.7,Yes,Yes,81,80,NotPlaced,0.0
4894,7.4,1,2,0,89,3.6,No,No,62,72,NotPlaced,0.0
4895,8.2,1,3,0,90,4.7,Yes,Yes,80,80,Placed,602375.0
4896,8.3,0,3,2,86,4.7,Yes,Yes,82,86,Placed,527053.0
4897,6.7,1,1,1,67,4.2,No,No,72,73,NotPlaced,0.0
4898,7.5,1,3,2,83,4.8,No,Yes,72,82,NotPlaced,0.0
4899,8.6,2,3,2,90,4.8,Yes,Yes,87,84,Placed,313240.0
4900,8.3,2,3,2,84,4.0,Yes,Yes,78,86,NotPlaced,0.0
4901,7.4,1,2,1,70,3.8,Yes,Yes,70,68,NotPlaced,0.0
4902,8.4,2,3,2,86,4.8,Yes,Yes,74,81,Placed,450861.0
4903,8.1,1,3,0,77,4.1,No,Yes,70,84,NotPlaced,0.0
4904,6.7,1,1,1,67,3.4,No,No,56,62,NotPlaced,0.0
4905,8.1,1,3,2,90,4.4,Yes,Yes,77,86,Placed,323646.0
4906,7.4,1,1,0,80,4.1,No,Yes,75,68,NotPlaced,0.0
4907,7.8,2,3,2,90,4.8,Yes,Yes,71,84,Placed,658231.0
4908,7.9,0,2,1,76,4.7,Yes,Yes,82,82,NotPlaced,0.0
4909,8.4,1,2,1,87,4.7,No,Yes,76,67,NotPlaced,0.0
4910,6.9,1,1,1,64,3.5,No,No,68,66,NotPlaced,0.0
4911,6.7,1,1,0,83,4.2,No,No,55,57,NotPlaced,0.0
4912,7.1,1,2,1,73,3.9,No,Yes,79,72,Placed,389158.0
4913,7.6,0,1,0,81,4.4,Yes,Yes,84,83,Placed,660063.0
4914,7.5,0,3,2,78,4.2,Yes,Yes,81,86,NotPlaced,0.0
4915,7.9,1,3,1,81,4.5,No,Yes,75,73,Placed,340205.0
4916,7.5,0,3,2,90,4.3,No,Yes,89,86,Placed,597824.0
4917,8.0,2,3,2,90,4.8,Yes,Yes,68,85,Placed,501025.0
4918,7.4,0,2,1,76,4.0,No,Yes,69,73,NotPlaced,0.0
4919,8.5,2,1,0,86,4.5,Yes,Yes,80,82,Placed,488968.0
4920,8.0,0,3,1,83,4.4,Yes,Yes,83,79,Placed,742980.0
4921,7.3,1,2,1,67,4.6,No,No,59,80,NotPlaced,0.0
4922,6.6,1,2,1,62,3.7,No,Yes,73,60,NotPlaced,0.0
4923,8.5,2,3,2,90,4.6,Yes,Yes,80,87,Placed,725494.0
4924,7.5,1,3,1,66,3.8,No,Yes,69,72,NotPlaced,0.0
4925,7.7,1,1,0,79,4.6,No,No,88,61,NotPlaced,0.0
4926,7.6,1,2,1,67,4.4,Yes,Yes,61,73,Placed,573073.0
4927,8.6,2,3,2,90,4.8,Yes,Yes,73,88,Placed,676199.0
4928,8.4,1,3,0,86,4.7,Yes,Yes,80,70,Placed,488310.0
4929,7.7,1,1,3,79,4.1,Yes,Yes,82,82,Placed,319094.0
4930,8.2,1,3,2,86,4.8,Yes,Yes,86,83,Placed,566161.0
4931,8.6,2,3,2,90,4.8,Yes,Yes,76,88,Placed,330901.0
4932,6.5,1,2,1,79,4.1,No,Yes,60,60,NotPlaced,0.0
4933,8.5,1,2,0,75,4.5,No,Yes,65,73,NotPlaced,0.0
4934,7.5,1,2,1,90,3.8,Yes,Yes,82,86,Placed,678925.0
4935,6.7,1,2,1,68,4.3,No,Yes,56,68,NotPlaced,0.0
4936,8.4,2,3,2,90,4.8,Yes,Yes,69,83,Placed,418075.0
4937,7.5,1,1,0,60,3.7,No,Yes,55,74,NotPlaced,0.0
4938,8.5,1,1,2,82,4.4,Yes,Yes,82,85,Placed,772070.0
4939,8.5,1,2,2,90,4.6,Yes,Yes,79,84,Placed,432947.0
4940,7.6,1,3,0,90,4.8,Yes,Yes,75,85,Placed,467418.0
4941,7.6,1,3,0,75,4.2,Yes,No,76,76,Placed,611133.0
4942,8.3,0,3,2,90,4.8,Yes,No,90,84,Placed,718385.0
4943,8.1,2,3,2,89,4.6,Yes,Yes,73,83,NotPlaced,0.0
4944,6.7,1,2,1,76,3.2,No,Yes,55,80,NotPlaced,0.0
4945,7.7,1,3,1,78,3.9,Yes,No,66,83,NotPlaced,0.0
4946,6.7,0,1,0,77,4.1,No,No,63,68,NotPlaced,0.0
4947,6.5,0,1,0,60,3.9,No,No,64,66,NotPlaced,0.0
4948,6.7,1,1,2,89,4.3,Yes,Yes,73,67,NotPlaced,0.0
4949,8.5,2,3,2,83,4.6,Yes,Yes,73,81,Placed,595639.0
4950,7.7,1,2,2,80,4.5,No,Yes,78,84,Placed,542089.0
4951,8.1,0,2,2,75,4.3,Yes,Yes,84,88,Placed,499026.0
4952,6.5,2,1,1,73,4.3,Yes,No,86,81,NotPlaced,0.0
4953,8.0,1,3,1,87,3.9,No,Yes,56,66,NotPlaced,0.0
4954,7.4,1,2,0,69,4.1,No,No,58,71,NotPlaced,0.0
4955,7.4,1,2,1,71,3.5,No,No,74,64,NotPlaced,0.0
4956,8.2,2,1,0,79,4.6,Yes,No,63,65,NotPlaced,0.0
4957,7.4,1,2,1,71,4.1,No,Yes,62,72,NotPlaced,0.0
4958,7.9,1,3,1,76,4.3,No,No,62,65,NotPlaced,0.0
4959,8.1,2,1,1,75,4.7,Yes,Yes,60,70,NotPlaced,0.0
4960,8.3,2,3,2,90,4.8,Yes,Yes,90,85,Placed,763613.0
4961,8.1,0,2,2,86,4.6,Yes,Yes,57,79,NotPlaced,0.0
4962,8.4,2,3,2,90,4.8,Yes,Yes,70,86,Placed,314802.0
4963,9.1,1,1,0,75,3.8,No,No,55,62,Placed,694098.0
4964,8.2,1,3,2,90,4.8,Yes,Yes,77,87,Placed,428653.0
4965,7.7,0,1,0,82,4.1,No,Yes,56,75,NotPlaced,0.0
4966,6.7,1,1,1,68,4.8,Yes,No,57,65,NotPlaced,0.0
4967,8.3,2,3,2,90,4.7,Yes,Yes,85,82,Placed,496068.0
4968,8.0,1,3,2,90,4.8,Yes,Yes,69,85,NotPlaced,0.0
4969,8.3,2,3,2,87,4.7,Yes,Yes,84,80,Placed,361792.0
4970,7.9,1,3,2,89,4.8,Yes,Yes,78,84,Placed,368713.0
4971,7.5,1,1,0,63,4.5,No,Yes,59,58,NotPlaced,0.0
4972,8.0,2,3,0,90,4.8,Yes,Yes,89,80,Placed,675338.0
4973,8.5,2,1,0,79,4.8,Yes,No,55,72,Placed,336527.0
4974,7.9,1,2,3,80,4.7,Yes,Yes,78,73,NotPlaced,0.0
4975,7.7,0,1,1,78,4.6,Yes,Yes,74,66,NotPlaced,0.0
4976,7.4,1,2,1,74,3.9,No,Yes,76,74,NotPlaced,0.0
4977,6.5,1,2,1,77,4.0,No,No,55,63,NotPlaced,0.0
4978,7.7,2,2,0,75,4.5,Yes,Yes,78,72,NotPlaced,0.0
4979,7.5,1,2,1,79,4.4,Yes,No,55,77,Placed,508780.0
4980,8.6,1,3,2,90,4.8,Yes,Yes,78,87,Placed,387792.0
4981,8.5,2,3,2,90,4.8,Yes,Yes,82,87,Placed,625858.0
4982,7.5,1,1,0,66,3.9,No,Yes,55,78,NotPlaced,0.0
4983,7.6,0,1,0,82,4.3,No,Yes,71,72,NotPlaced,0.0
4984,7.5,0,1,0,72,4.3,No,Yes,56,66,NotPlaced,0.0
4985,7.5,0,1,0,71,3.8,No,Yes,59,69,NotPlaced,0.0
4986,7.0,1,3,2,87,3.9,Yes,Yes,64,72,NotPlaced,0.0
4987,6.5,1,1,1,84,4.4,Yes,Yes,72,87,Placed,367723.0
4988,7.6,2,2,2,83,4.8,Yes,Yes,71,85,Placed,566920.0
4989,7.7,1,1,1,68,4.6,Yes,No,65,65,NotPlaced,0.0
4990,7.7,1,1,1,64,3.9,No,No,58,66,NotPlaced,0.0
4991,6.6,0,1,1,68,3.8,No,No,64,67,NotPlaced,0.0
4992,6.9,1,1,0,61,3.5,No,No,66,66,NotPlaced,0.0
4993,7.4,2,2,1,81,4.4,Yes,Yes,66,88,Placed,699166.0
4994,8.1,2,2,0,83,4.4,No,No,74,82,NotPlaced,0.0
4995,6.9,0,1,0,81,4.0,No,Yes,74,71,NotPlaced,0.0
4996,8.3,0,3,2,80,4.7,Yes,Yes,79,85,NotPlaced,0.0
4997,7.7,1,3,2,81,4.7,Yes,Yes,73,66,NotPlaced,0.0
4998,8.5,1,1,2,75,4.8,No,Yes,75,62,Placed,597643.0
4999,7.5,1,2,0,83,4.2,No,Yes,60,71,NotPlaced,0.0
5000,8.1,0,2,1,88,4.8,No,Yes,62,81,Placed,405441.0
5001,7.9,0,2,2,85,4.8,Yes,Yes,75,83,NotPlaced,0.0
5002,7.7,2,3,2,89,4.5,No,Yes,74,85,NotPlaced,0.0
5003,7.5,0,3,2,83,4.4,Yes,Yes,78,88,Placed,622280.0
5004,8.2,1,3,0,82,4.1,Yes,Yes,85,86,NotPlaced,0.0
5005,8.6,1,2,1,73,4.7,Yes,Yes,76,66,NotPlaced,0.0
5006,6.7,1,1,1,77,3.4,No,Yes,59,72,NotPlaced,0.0
5007,7.6,0,1,1,80,4.6,No,No,55,64,NotPlaced,0.0
5008,6.5,0,3,0,88,4.8,Yes,Yes,85,84,Placed,771810.0
5009,8.2,2,3,2,90,4.8,Yes,No,77,83,Placed,427747.0
5010,7.7,2,1,2,79,4.6,Yes,Yes,57,80,Placed,606288.0
5011,7.5,1,2,1,83,4.0,No,Yes,67,71,NotPlaced,0.0
5012,6.5,0,1,1,60,3.7,No,No,61,68,NotPlaced,0.0
5013,7.4,2,2,0,66,4.2,Yes,No,69,69,NotPlaced,0.0
5014,8.2,1,1,0,71,3.6,Yes,Yes,55,65,NotPlaced,0.0
5015,6.5,0,1,1,66,4.4,No,No,69,67,NotPlaced,0.0
5016,6.5,1,1,1,71,3.7,No,Yes,67,64,NotPlaced,0.0
5017,8.7,2,3,2,77,4.8,Yes,No,89,87,Placed,454541.0
5018,7.6,1,1,0,75,4.0,No,No,55,57,NotPlaced,0.0
5019,8.2,1,1,0,86,4.6,No,Yes,79,61,NotPlaced,0.0
5020,8.1,2,2,2,85,4.5,No,Yes,71,83,NotPlaced,0.0
5021,8.1,0,3,0,77,3.9,Yes,No,69,65,NotPlaced,0.0
5022,8.4,2,3,2,90,4.8,Yes,Yes,85,81,Placed,477939.0
5023,8.3,1,3,2,86,4.8,Yes,Yes,80,84,Placed,681695.0
5024,7.5,0,1,2,81,4.1,Yes,Yes,84,81,NotPlaced,0.0
5025,6.6,1,1,1,77,4.0,No,No,57,66,NotPlaced,0.0
5026,8.3,1,2,2,90,4.8,Yes,Yes,78,85,Placed,547760.0
5027,8.3,2,3,2,89,4.8,Yes,Yes,83,82,Placed,463075.0
5028,8.1,1,1,1,74,4.5,No,No,70,62,NotPlaced,0.0
5029,8.3,1,3,1,83,4.8,Yes,No,65,80,NotPlaced,0.0
5030,6.5,0,1,1,87,4.8,No,No,55,72,NotPlaced,0.0
5031,6.8,1,1,1,61,3.5,No,No,66,72,NotPlaced,0.0
5032,8.0,1,3,0,80,4.7,No,Yes,68,83,Placed,397413.0
5033,8.2,2,3,2,90,4.8,Yes,Yes,75,85,Placed,453081.0
5034,7.7,0,2,0,88,4.8,Yes,No,77,81,NotPlaced,0.0
5035,7.6,1,1,1,81,4.0,No,Yes,65,65,NotPlaced,0.0
5036,7.5,1,1,0,60,3.9,No,No,55,69,NotPlaced,0.0
5037,8.4,2,3,2,90,4.8,Yes,Yes,76,86,Placed,614897.0
5038,7.8,1,2,1,81,3.7,No,Yes,55,83,NotPlaced,0.0
5039,8.4,0,3,2,84,4.5,Yes,No,85,84,Placed,770811.0
5040,7.5,1,3,1,83,4.4,Yes,Yes,77,87,Placed,558080.0
5041,8.3,2,2,0,79,4.5,Yes,Yes,82,66,Placed,702451.0
5042,6.5,2,1,2,79,4.4,No,No,55,66,NotPlaced,0.0
5043,8.2,1,3,2,89,4.3,Yes,No,84,82,Placed,449649.0
5044,6.5,1,2,1,78,4.1,No,No,78,63,NotPlaced,0.0
5045,6.5,1,1,1,79,4.6,Yes,Yes,56,68,NotPlaced,0.0
5046,8.3,1,3,0,77,4.8,Yes,Yes,74,57,NotPlaced,0.0
5047,8.2,2,3,3,90,4.8,Yes,Yes,69,88,NotPlaced,0.0
5048,6.6,1,1,1,68,3.3,Yes,No,60,62,NotPlaced,0.0
5049,8.3,1,2,3,85,4.6,Yes,Yes,69,86,Placed,613970.0
5050,8.0,1,1,1,83,4.2,Yes,Yes,78,79,NotPlaced,0.0
5051,6.6,1,2,0,87,4.6,No,Yes,80,71,NotPlaced,0.0
5052,8.1,2,3,2,90,4.7,Yes,Yes,86,81,Placed,582934.0
5053,8.5,2,2,2,88,4.8,Yes,Yes,76,86,Placed,458540.0
5054,7.5,1,1,0,75,3.9,No,Yes,55,64,NotPlaced,0.0
5055,6.5,0,1,0,71,3.7,No,Yes,71,65,NotPlaced,0.0
5056,7.6,2,3,2,90,4.5,Yes,Yes,75,83,Placed,715816.0
5057,8.6,0,3,2,81,3.9,Yes,Yes,82,71,Placed,596685.0
5058,6.8,1,1,0,76,4.0,No,No,60,58,NotPlaced,0.0
5059,8.0,1,3,2,81,4.0,Yes,Yes,81,86,Placed,764949.0
5060,7.7,1,1,0,71,4.3,No,Yes,55,66,NotPlaced,0.0
